"image_name","hex","chroma","model","status","response_hex","error_cromatic"
"00C859.png","00C859",0.586956820980811,"gpt-4o","ok","00D943",27.8028775489157
"00C895.png","00C895",0.415979553814344,"gpt-4o","ok","17D2A6",30.2985148150862
"00EEAA.png","00EEAA",0.495010220293335,"gpt-4o","ok","17EBA0",25.2586618806302
"00F4D0.png","00F4D0",0.42218486075804,"gpt-4o","ok","17EBCF",24.7184141886165
"010E7C.png","010E7C",0.541499989241908,"gpt-4o","ok","000080",14.5945195193264
"014F70.png","014F70",0.193720017900998,"gpt-4o","ok","0A5C6B",16.583123951777
"015940.png","015940",0.232433912768995,"gpt-4o","ok","005F4F",16.1864140562386
"015CBE.png","015CBE",0.447186389403657,"gpt-4o","ok","0072C6",23.43074902772
"019276.png","019276",0.301779959000372,"gpt-4o","ok","008C72",7.28010988928052
"01985E.png","01985E",0.393561516494048,"gpt-4o","ok","00945E",4.12310562561766
"01AE80.png","01AE80",0.378051219577185,"gpt-4o","ok","00A885",7.87400787401181
"01C8C3.png","01C8C3",0.31785809326278,"gpt-4o","ok","00C5C5",3.74165738677394
"01CEE6.png","01CEE6",0.30707803868192,"gpt-4o","ok","00CFFF",25.0399680510978
"01FAB2.png","01FAB2",0.515637705435004,"gpt-4o","ok","17EBA0",32.1403173599764
"02ADC1.png","02ADC1",0.269278898107785,"gpt-4o","ok","00B2CC",12.2474487139159
"02BCC0.png","02BCC0",0.293381489531456,"gpt-4o","ok","00B7C3",6.16441400296898
"02CA54.png","02CA54",0.607317784424355,"gpt-4o","ok","00D943",22.7596133534821
"031284.png","031284",0.557522734242895,"gpt-4o","ok","000080",18.6815416922694
"0400B4.png","0400B4",0.769073477756543,"gpt-4o","ok","0000FF",75.1065909225016
"0484E1.png","0484E1",0.415680714565862,"gpt-4o","ok","0089D6",12.7279220613579
"055A5A.png","055A5A",0.171761872768784,"gpt-4o","ok","0F6C6B",26.7020598456374
"0570F3.png","0570F3",0.57193905024704,"gpt-4o","ok","0078FF",15.2643375224737
"05E287.png","05E287",0.548335755908857,"gpt-4o","ok","1EDC82",26.1916017074176
"062936.png","062936",0.10279816005474,"gpt-4o","ok","0A3B47",25.0798724079689
"062CCC.png","062CCC",0.730184365293174,"gpt-4o","ok","0000FF",67.6239602507869
"064AC0.png","064AC0",0.542532532100872,"gpt-4o","ok","0051BA",11
"06711D.png","06711D",0.435512926277651,"gpt-4o","ok","007A00",30.9515750810843
"06E47A.png","06E47A",0.592247470594089,"gpt-4o","ok","1EF876",31.4960314960472
"06E586.png","06E586",0.561782374360804,"gpt-4o","ok","1ED760",47.0744091837593
"06F695.png","06F695",0.580176200858824,"gpt-4o","ok","1EF9A1",27
"071D8A.png","071D8A",0.535120127375836,"gpt-4o","ok","0C1E8C",5.47722557505166
"074F88.png","074F88",0.279866627305293,"gpt-4o","ok","0F4C81",11.0453610171873
"083DE4.png","083DE4",0.749387763344967,"gpt-4o","ok","0046FF",29.563490998189
"085A65.png","085A65",0.163997798659627,"gpt-4o","ok","0F5C64",7.34846922834953
"087CA4.png","087CA4",0.241735324362997,"gpt-4o","ok","007BA7",8.60232526704263
"0897D9.png","0897D9",0.326844872056443,"gpt-4o","ok","009FDB",11.4891252930761
"08A39E.png","08A39E",0.272110928614192,"gpt-4o","ok","009C9C",10.816653826392
"08B5EA.png","08B5EA",0.312918025041858,"gpt-4o","ok","00BFFF",24.5967477524977
"08C1FB.png","08C1FB",0.331822754775699,"gpt-4o","ok","00BFFF",9.16515138991168
