image_name,model,temperature,status,response_raw,response_hex,error_message,elapsed_seconds,executed_at
00C859.png,gpt-5,,ok,"{""r"": 0, ""g"": 206, ""b"": 86}",00CE56,,4.702266454696655,2026-04-26T10:37:35
00C859.png,gpt-5.1,,ok,"{""r"": 0, ""g"": 204, ""b"": 68}",00CC44,,2.9657976627349854,2026-04-26T10:37:38
00C859.png,gpt-5.2,,ok,"{""r"":0,""g"":204,""b"":0}",00CC00,,3.563079357147217,2026-04-26T10:37:41
00C859.png,gpt-5.4,,ok,"{""r"": 1, ""g"": 201, ""b"": 84}",01C954,,2.419508218765259,2026-04-26T10:37:44
00C859.png,gpt-5.5,,ok,"{""r"":0,""g"":204,""b"":85}",00CC55,,3.0147647857666016,2026-04-26T10:37:47
00C895.png,gpt-5,,ok,"{""r"": 0, ""g"": 203, ""b"": 171}",00CBAB,,6.413885116577148,2026-04-26T10:37:53
00C895.png,gpt-5.1,,ok,"{""r"": 0, ""g"": 206, ""b"": 158}",00CE9E,,1.8239030838012693,2026-04-26T10:37:55
00C895.png,gpt-5.2,,ok,"{""r"":0,""g"":201,""b"":162}",00C9A2,,2.886568069458008,2026-04-26T10:37:58
00C895.png,gpt-5.4,,ok,"{""r"": 21, ""g"": 195, ""b"": 151}",15C397,,3.515386819839477,2026-04-26T10:38:01
00C895.png,gpt-5.5,,ok,"{""r"":12,""g"":193,""b"":145}",0CC191,,3.270587205886841,2026-04-26T10:38:05
00EEAA.png,gpt-5,,ok,"{""r"": 0, ""g"": 236, ""b"": 196}",00ECC4,,6.58114767074585,2026-04-26T10:38:11
00EEAA.png,gpt-5.1,,ok,"{""r"": 0, ""g"": 244, ""b"": 185}",00F4B9,,2.3014228343963623,2026-04-26T10:38:14
00EEAA.png,gpt-5.2,,ok,"{""r"":0,""g"":239,""b"":192}",00EFC0,,2.232520341873169,2026-04-26T10:38:16
00EEAA.png,gpt-5.4,,ok,"{""r"": 12, ""g"": 220, ""b"": 172}",0CDCAC,,2.4453139305114746,2026-04-26T10:38:18
00EEAA.png,gpt-5.5,,ok,"{""r"":7,""g"":218,""b"":164}",07DAA4,,4.96721339225769,2026-04-26T10:38:23
00F4D0.png,gpt-5,,ok,"{""r"": 2, ""g"": 246, ""b"": 228}",02F6E4,,5.93082070350647,2026-04-26T10:38:29
00F4D0.png,gpt-5.1,,ok,"{""r"": 0, ""g"": 244, ""b"": 234}",00F4EA,,1.8941764831542969,2026-04-26T10:38:31
00F4D0.png,gpt-5.2,,ok,"{""r"":0,""g"":255,""b"":230}",00FFE6,,2.6015830039978027,2026-04-26T10:38:34
00F4D0.png,gpt-5.4,,ok,"{""r"": 18, ""g"": 221, ""b"": 204}",12DDCC,,2.511636018753052,2026-04-26T10:38:36
00F4D0.png,gpt-5.5,,ok,"{""r"":8,""g"":218,""b"":190}",08DABE,,4.455224990844727,2026-04-26T10:38:41
