image_name,model,temperature,status,response_raw,response_hex,error_message,elapsed_seconds,executed_at
00C859.png,gpt-4o,0.2,ok,#00FF66,00FF66,,3.457050323486328,2026-04-25T04:03:51
00C859.png,gpt-4o-mini,0.2,ok,#00FF00,00FF00,,3.7321395874023438,2026-04-25T04:03:55
00C895.png,gpt-4o,0.2,ok,#00BFBF,00BFBF,,2.2483935356140137,2026-04-25T04:03:57
00C895.png,gpt-4o-mini,0.2,ok,#00B2A9,00B2A9,,1.924069881439209,2026-04-25T04:03:59
00EEAA.png,gpt-4o,0.2,ok,#00C8A3,00C8A3,,1.9976091384887695,2026-04-25T04:04:01
00EEAA.png,gpt-4o-mini,0.2,ok,#00B2B2,00B2B2,,2.698697805404663,2026-04-25T04:04:04
00F4D0.png,gpt-4o,0.2,ok,#00E6E6,00E6E6,,1.3351316452026367,2026-04-25T04:04:05
00F4D0.png,gpt-4o-mini,0.2,ok,#00FFFF,00FFFF,,1.7102687358856201,2026-04-25T04:04:07
010E7C.png,gpt-4o,0.2,ok,#0000FF,0000FF,,3.2749602794647217,2026-04-25T04:04:10
010E7C.png,gpt-4o-mini,0.2,ok,#0000FF,0000FF,,1.185157060623169,2026-04-25T04:04:12
014F70.png,gpt-4o,0.2,ok,#1E4F5F,1E4F5F,,1.6425909996032715,2026-04-25T04:04:13
014F70.png,gpt-4o-mini,0.2,ok,#1B3A5B,1B3A5B,,1.97027587890625,2026-04-25T04:04:15
015940.png,gpt-4o,0.2,ok,#006644,006644,,0.9481441974639893,2026-04-25T04:04:16
015940.png,gpt-4o-mini,0.2,ok,#004d4d,004D4D,,1.023864984512329,2026-04-25T04:04:17
015CBE.png,gpt-4o,0.2,ok,#3366CC,3366CC,,1.3978240489959717,2026-04-25T04:04:19
015CBE.png,gpt-4o-mini,0.2,ok,#0000FF,0000FF,,1.552522897720337,2026-04-25T04:04:20
019276.png,gpt-4o,0.2,ok,#00A080,00A080,,1.4099316596984863,2026-04-25T04:04:22
019276.png,gpt-4o-mini,0.2,ok,#008C8C,008C8C,,1.675516128540039,2026-04-25T04:04:23
01985E.png,gpt-4o,0.2,ok,#00A36C,00A36C,,1.2892124652862549,2026-04-25T04:04:25
01985E.png,gpt-4o-mini,0.2,ok,#00B140,00B140,,0.9120659828186035,2026-04-25T04:04:25
01AE80.png,gpt-4o,0.2,ok,#00B894,00B894,,2.198483467102051,2026-04-25T04:04:28
01AE80.png,gpt-4o-mini,0.2,ok,#00B2A9,00B2A9,,1.8504307270050049,2026-04-25T04:04:29
01C8C3.png,gpt-4o,0.2,ok,#00C8C8,00C8C8,,1.84077787399292,2026-04-25T04:04:31
01C8C3.png,gpt-4o-mini,0.2,ok,#00B2B2,00B2B2,,1.628882884979248,2026-04-25T04:04:33
01CEE6.png,gpt-4o,0.2,ok,#00B7C7,00B7C7,,1.13527512550354,2026-04-25T04:04:34
01CEE6.png,gpt-4o-mini,0.2,ok,#00BFFF,00BFFF,,1.46657395362854,2026-04-25T04:04:36
01FAB2.png,gpt-4o,0.2,ok,#00FFCC,00FFCC,,1.8349781036376953,2026-04-25T04:04:37
01FAB2.png,gpt-4o-mini,0.2,ok,#00FFFF,00FFFF,,0.945432186126709,2026-04-25T04:04:38
02ADC1.png,gpt-4o,0.2,ok,#00B7BE,00B7BE,,1.8590185642242432,2026-04-25T04:04:40
02ADC1.png,gpt-4o-mini,0.2,ok,#00B2D2,00B2D2,,1.0552523136138916,2026-04-25T04:04:41
02BCC0.png,gpt-4o,0.2,ok,#00B7BE,00B7BE,,1.1253643035888672,2026-04-25T04:04:42
02BCC0.png,gpt-4o-mini,0.2,ok,#00B2B2,00B2B2,,0.9659504890441895,2026-04-25T04:04:43
02CA54.png,gpt-4o,0.2,ok,#00FF40,00FF40,,1.9834530353546143,2026-04-25T04:04:45
02CA54.png,gpt-4o-mini,0.2,ok,#00FF00,00FF00,,0.9037392139434814,2026-04-25T04:04:46
031284.png,gpt-4o,0.2,ok,#0000FF,0000FF,,2.291203737258911,2026-04-25T04:04:49
031284.png,gpt-4o-mini,0.2,ok,#000080,000080,,3.0557119846343994,2026-04-25T04:04:52
0400B4.png,gpt-4o,0.2,ok,#0000FF,0000FF,,0.9967589378356934,2026-04-25T04:04:53
0400B4.png,gpt-4o-mini,0.2,ok,#0000FF,0000FF,,1.2021288871765137,2026-04-25T04:04:54
0484E1.png,gpt-4o,0.2,ok,#2A7BD8,2A7BD8,,1.6144218444824219,2026-04-25T04:04:55
0484E1.png,gpt-4o-mini,0.2,ok,#00A3E0,00A3E0,,1.3258585929870605,2026-04-25T04:04:57
055A5A.png,gpt-4o,0.2,ok,#006666,006666,,0.9703719615936279,2026-04-25T04:04:58
055A5A.png,gpt-4o-mini,0.2,ok,#007B7F,007B7F,,1.2671523094177246,2026-04-25T04:04:59
0570F3.png,gpt-4o,0.2,ok,#2A5DB0,2A5DB0,,1.7876012325286865,2026-04-25T04:05:01
0570F3.png,gpt-4o-mini,0.2,ok,#1E90FF,1E90FF,,1.517118215560913,2026-04-25T04:05:02
05E287.png,gpt-4o,0.2,ok,#22CCAA,22CCAA,,0.9360940456390381,2026-04-25T04:05:03
05E287.png,gpt-4o-mini,0.2,ok,#00B2A9,00B2A9,,1.0393917560577393,2026-04-25T04:05:04
062936.png,gpt-4o,0.2,ok,#0C1E23,0C1E23,,1.1819422245025635,2026-04-25T04:05:06
062936.png,gpt-4o-mini,0.2,ok,#0D1B2A,0D1B2A,,2.5642993450164795,2026-04-25T04:05:08
062CCC.png,gpt-4o,0.2,ok,#0000FF,0000FF,,1.9268653392791748,2026-04-25T04:05:10
062CCC.png,gpt-4o-mini,0.2,ok,#0000FF,0000FF,,1.3857734203338623,2026-04-25T04:05:11
064AC0.png,gpt-4o,0.2,ok,#1E3A9B,1E3A9B,,1.3843305110931396,2026-04-25T04:05:13
064AC0.png,gpt-4o-mini,0.2,ok,#0000FF,0000FF,,0.9763960838317871,2026-04-25T04:05:14
06711D.png,gpt-4o,0.2,ok,#008000,008000,,0.9873039722442627,2026-04-25T04:05:15
06711D.png,gpt-4o-mini,0.2,ok,#4CAF50,4CAF50,,1.3187994956970215,2026-04-25T04:05:16
06E47A.png,gpt-4o,0.2,ok,#00FF99,00FF99,,1.0793328285217285,2026-04-25T04:05:17
06E47A.png,gpt-4o-mini,0.2,ok,#00FF00,00FF00,,1.1713500022888184,2026-04-25T04:05:18
06E586.png,gpt-4o,0.2,ok,#00D99F,00D99F,,1.8895597457885742,2026-04-25T04:05:20
06E586.png,gpt-4o-mini,0.2,ok,#00FFCC,00FFCC,,1.305222988128662,2026-04-25T04:05:22
06F695.png,gpt-4o,0.2,ok,#2ED2A7,2ED2A7,,1.0478730201721191,2026-04-25T04:05:23
06F695.png,gpt-4o-mini,0.2,ok,#00B2A9,00B2A9,,1.9601130485534668,2026-04-25T04:05:25
071D8A.png,gpt-4o,0.2,ok,#2E3192,2E3192,,2.046614408493042,2026-04-25T04:05:27
071D8A.png,gpt-4o-mini,0.2,ok,#0000FF,0000FF,,1.4618511199951172,2026-04-25T04:05:28
074F88.png,gpt-4o,0.2,ok,#2B4F7B,2B4F7B,,1.429976463317871,2026-04-25T04:05:30
074F88.png,gpt-4o-mini,0.2,ok,#1E3A5F,1E3A5F,,7.665951251983643,2026-04-25T04:05:37
083DE4.png,gpt-4o,0.2,ok,#0000FF,0000FF,,1.3626434803009033,2026-04-25T04:05:39
083DE4.png,gpt-4o-mini,0.2,ok,#0000FF,0000FF,,1.340379238128662,2026-04-25T04:05:40
085A65.png,gpt-4o,0.2,ok,```#1D5C63```,1D5C63,,1.5525918006896973,2026-04-25T04:05:42
085A65.png,gpt-4o-mini,0.2,ok,#007B7F,007B7F,,1.467033863067627,2026-04-25T04:05:43
087CA4.png,gpt-4o,0.2,ok,#2A8FAD,2A8FAD,,1.2220854759216309,2026-04-25T04:05:44
087CA4.png,gpt-4o-mini,0.2,ok,#0095B7,0095B7,,1.42153000831604,2026-04-25T04:05:46
0897D9.png,gpt-4o,0.2,ok,#0096FF,0096FF,,1.897338628768921,2026-04-25T04:05:48
0897D9.png,gpt-4o-mini,0.2,ok,#00BFFF,00BFFF,,1.0969371795654297,2026-04-25T04:05:49
08A39E.png,gpt-4o,0.2,ok,#00A5A5,00A5A5,,1.3612329959869385,2026-04-25T04:05:50
08A39E.png,gpt-4o-mini,0.2,ok,#00B2A9,00B2A9,,1.3340368270874023,2026-04-25T04:05:51
08B5EA.png,gpt-4o,0.2,ok,#00A3E0,00A3E0,,1.7257170677185059,2026-04-25T04:05:53
08B5EA.png,gpt-4o-mini,0.2,ok,#00BFFF,00BFFF,,0.9637165069580078,2026-04-25T04:05:54
08C1FB.png,gpt-4o,0.2,ok,#00BFFF,00BFFF,,1.3540520668029785,2026-04-25T04:05:55
08C1FB.png,gpt-4o-mini,0.2,ok,#00BFFF,00BFFF,,1.6856942176818848,2026-04-25T04:05:57
08D23E.png,gpt-4o,0.2,ok,#00FF00,00FF00,,1.449537992477417,2026-04-25T04:05:59
08D23E.png,gpt-4o-mini,0.2,ok,#00FF00,00FF00,,1.5212430953979492,2026-04-25T04:06:00
08ECE6.png,gpt-4o,0.2,ok,#00FFFF,00FFFF,,1.8576838970184326,2026-04-25T04:06:02
08ECE6.png,gpt-4o-mini,0.2,ok,#00FFFF,00FFFF,,1.0814130306243896,2026-04-25T04:06:03
08F3A2.png,gpt-4o,0.2,ok,#00E0A0,00E0A0,,1.6840932369232178,2026-04-25T04:06:05
08F3A2.png,gpt-4o-mini,0.2,ok,#00B2A9,00B2A9,,1.4461023807525635,2026-04-25T04:06:06
090267.png,gpt-4o,0.2,ok,#000080,000080,,1.1603178977966309,2026-04-25T04:06:07
090267.png,gpt-4o-mini,0.2,ok,#000080,000080,,1.3811161518096924,2026-04-25T04:06:09
094F36.png,gpt-4o,0.2,ok,#0A4D3C,0A4D3C,,1.66719651222229,2026-04-25T04:06:10
094F36.png,gpt-4o-mini,0.2,ok,#004d00,004D00,,1.365285873413086,2026-04-25T04:06:12
